,cust_id,activated_date,last_payment_date,cash_advance,credit_limit,cashad_as_prc_of_creditlim
2787,12866,2020-01,2020-05-10,0.0,4000.0,0.0
2788,12867,2020-01,2020-05-12,0.0,2000.0,0.0
2789,12868,2020-01,2020-09-25,0.0,2750.0,0.0
2790,12869,2020-01,2020-10-25,0.0,1500.0,0.0
2791,12871,2020-01,2020-06-29,0.0,1500.0,0.0
2792,12872,2020-01,2020-04-28,0.0,5000.0,0.0
2793,12873,2020-01,2020-06-03,538.044813,6500.0,0.08277612507692307
2794,12874,2020-01,2020-08-28,0.0,5500.0,0.0
2795,12875,2020-01,2020-09-20,229.417213,3000.0,0.07647240433333334
2796,12876,2020-01,2020-05-31,0.0,1500.0,0.0
2797,12877,2020-01,2020-08-31,5930.115233,6500.0,0.9123254204615385
2798,12878,2020-01,2020-11-06,151.730077,1200.0,0.12644173083333332
2799,12879,2020-01,2020-05-17,187.666429,7000.0,0.026809489857142856
2800,12880,2020-01,2020-05-18,0.0,9000.0,0.0
2801,12881,2020-01,2020-05-02,884.570862,3600.0,0.24571412833333334
2802,12883,2020-01,2020-10-02,0.0,7000.0,0.0
2803,12884,2020-01,2020-05-06,0.0,1800.0,0.0
2804,12885,2020-01,2020-07-23,0.0,4500.0,0.0
2805,12886,2020-01,2020-10-26,0.0,1000.0,0.0
2806,12887,2020-01,2020-08-13,344.286557,6500.0,0.052967162615384616
2807,12888,2020-01,2020-09-05,0.0,5500.0,0.0
2808,12889,2020-01,2020-08-23,713.751955,4500.0,0.15861154555555554
2809,12890,2020-01,2020-07-10,814.088229,4000.0,0.20352205725
2810,12891,2020-01,2020-10-05,0.0,3000.0,0.0
2811,12892,2020-01,2020-09-09,1156.608975,8500.0,0.13607164411764708
2812,12893,2020-01,2020-04-27,1543.726862,9500.0,0.16249756442105262
2813,12894,2020-01,2020-07-24,106.224702,1700.0,0.06248511882352941
2814,12895,2020-01,2020-09-23,144.154129,2000.0,0.07207706450000001
2815,12896,2020-01,2020-05-06,0.0,6000.0,0.0
2816,12897,2020-01,2020-09-12,9553.955906,10000.0,0.9553955905999999
2817,12898,2020-01,2020-10-01,0.0,10500.0,0.0
2818,12899,2020-01,2020-05-04,0.0,3000.0,0.0
2819,12900,2020-01,2020-10-05,3359.844146,3500.0,0.9599554702857143
2820,12901,2020-01,2020-05-04,0.0,1000.0,0.0
2821,12902,2020-01,2020-05-10,1176.120124,6000.0,0.19602002066666668
2822,12903,2020-01,2020-06-26,0.0,2000.0,0.0
2823,12904,2020-01,2020-10-24,0.0,6500.0,0.0
2824,12905,2020-01,2020-09-14,0.0,12000.0,0.0
2825,12906,2020-01,2020-07-20,1188.127404,4000.0,0.297031851
2826,12907,2020-01,2020-06-27,1527.089071,2000.0,0.7635445355
2827,12908,2020-01,2020-06-06,197.620055,7000.0,0.02823143642857143
2828,12909,2020-01,2020-06-03,247.04197,9000.0,0.027449107777777777
2829,12910,2020-01,2020-11-08,1767.100074,12000.0,0.1472583395
2830,12911,2020-01,2020-05-05,1259.571764,1200.0,1.0496431366666668
2831,12912,2020-01,2020-07-18,1353.803704,3000.0,0.45126790133333333
2832,12913,2020-01,2020-05-09,2039.735576,4000.0,0.509933894
2833,12914,2020-01,2020-05-02,1402.722044,6500.0,0.2158033913846154
2834,12915,2020-01,2020-06-25,0.0,2000.0,0.0
2835,12916,2020-01,2020-08-08,0.0,15000.0,0.0
2836,12917,2020-01,2020-07-04,0.0,2000.0,0.0
2837,12918,2020-01,2020-09-15,3688.086261,2000.0,1.8440431305
2838,12919,2020-01,2020-09-14,0.0,7500.0,0.0
2839,12920,2020-01,2020-10-13,889.412824,1350.0,0.658824314074074
2840,12921,2020-01,2020-05-03,4383.296268,17500.0,0.25047407245714287
2841,12922,2020-01,2020-08-30,6964.780053,9000.0,0.7738644503333334
2842,12923,2020-01,2020-05-23,836.768709,1200.0,0.6973072575
2843,12924,2020-01,2020-07-23,0.0,8500.0,0.0
2844,12925,2020-01,2020-09-18,0.0,7500.0,0.0
2845,12926,2020-01,2020-06-18,0.0,3500.0,0.0
2846,12927,2020-01,2020-09-29,73.99384,1500.0,0.04932922666666667
2847,12928,2020-01,2020-09-15,6448.247202,7000.0,0.9211781717142856
2848,12929,2020-01,2020-06-25,0.0,3500.0,0.0
2849,12930,2020-01,2020-06-10,0.0,2000.0,0.0
2850,12931,2020-01,2020-08-28,0.0,10000.0,0.0
2851,12932,2020-01,2020-10-03,0.0,3000.0,0.0
2852,12933,2020-01,2020-08-12,1961.77281,2000.0,0.980886405
2853,12934,2020-01,2020-07-02,587.441992,5000.0,0.1174883984
2854,12935,2020-01,2020-05-17,0.0,3000.0,0.0
2855,12936,2020-01,2020-04-26,0.0,4300.0,0.0
2856,12937,2020-01,2020-06-14,0.0,1000.0,0.0
2857,12938,2020-01,2020-09-29,0.0,7500.0,0.0
2858,12939,2020-01,2020-10-21,454.311051,1500.0,0.302874034
2859,12941,2020-01,2020-07-10,145.93864,2500.0,0.058375456
2860,12943,2020-01,2020-05-29,1751.419465,6000.0,0.29190324416666663
2861,12944,2020-01,2020-08-03,688.362421,4300.0,0.1600842839534884
2862,12945,2020-01,2020-05-26,47.241537,1200.0,0.0393679475
2863,12946,2020-01,2020-10-29,7870.352952,7500.0,1.0493803936000001
2864,12947,2020-01,2020-04-30,0.0,10000.0,0.0
2865,12948,2020-01,2020-07-18,0.0,2000.0,0.0
2866,12949,2020-01,2020-10-24,2529.709392,5000.0,0.5059418784
2867,12950,2020-01,2020-08-19,189.780271,2050.0,0.09257574195121951
2868,12951,2020-01,2020-07-14,3801.1506,9000.0,0.42235006666666663
2869,12952,2020-01,2020-08-12,0.0,6500.0,0.0
2870,12953,2020-01,2020-06-27,3202.933702,4600.0,0.6962899352173912
2871,12954,2020-01,2020-10-27,2722.524205,7000.0,0.3889320292857143
2872,12955,2020-01,2020-07-27,0.0,7500.0,0.0
2873,12956,2020-01,2020-07-07,177.186666,1000.0,0.177186666
2874,12957,2020-01,2020-07-14,0.0,1700.0,0.0
2875,12958,2020-01,2020-06-04,727.568806,1200.0,0.6063073383333333
2876,12959,2020-01,2020-06-25,1032.462268,1200.0,0.8603852233333333
2877,12960,2020-01,2020-06-07,0.0,5500.0,0.0
2878,12961,2020-01,2020-06-29,0.0,7500.0,0.0
2879,12962,2020-01,2020-04-26,0.0,18000.0,0.0
2880,12963,2020-01,2020-09-02,0.0,1000.0,0.0
2881,12964,2020-01,2020-04-29,19.551802,2500.0,0.0078207208
2882,12965,2020-01,2020-06-28,0.0,7000.0,0.0
2883,12966,2020-01,2020-10-20,0.0,4000.0,0.0
2884,12967,2020-01,2020-08-25,45.175571,5000.0,0.0090351142
2885,12968,2020-01,2020-07-27,2272.984507,2500.0,0.9091938028000001
2886,12969,2020-01,2020-09-15,0.0,4500.0,0.0
2887,12970,2020-01,2020-08-07,4345.320169,7000.0,0.6207600241428571
2888,12971,2020-01,2020-06-21,2539.708186,6400.0,0.3968294040625
2889,12972,2020-01,2020-08-19,4020.9308,8000.0,0.50261635
2890,12973,2020-01,2020-05-23,2592.516363,2500.0,1.0370065452000001
2891,12974,2020-01,2020-10-17,0.0,3000.0,0.0
2892,12975,2020-01,2020-04-25,93.018864,1200.0,0.07751572
2893,12976,2020-01,2020-07-10,0.0,6000.0,0.0
2894,12977,2020-01,2020-06-02,0.0,4250.0,0.0
2895,12978,2020-01,2020-07-18,9003.084705,10000.0,0.9003084705
2896,12979,2020-01,2020-04-23,0.0,6000.0,0.0
2897,12980,2020-01,2020-10-04,102.319161,1500.0,0.06821277399999999
2898,12981,2020-01,2020-10-06,913.382295,10000.0,0.0913382295
2899,12982,2020-01,2020-10-13,157.301178,3000.0,0.052433726
2900,12983,2020-01,2020-06-18,0.0,7000.0,0.0
2901,12984,2020-01,2020-10-07,0.0,1800.0,0.0
2902,12985,2020-01,2020-10-15,0.0,1200.0,0.0
2903,12986,2020-01,2020-05-17,0.0,1500.0,0.0
2904,12987,2020-01,2020-11-08,0.0,6000.0,0.0
2905,12988,2020-01,2020-08-16,2768.037239,8500.0,0.32565143988235296
2906,12989,2020-01,2020-06-18,39.054692,1700.0,0.02297334823529412
2907,12990,2020-01,2020-06-27,0.0,1000.0,0.0
2908,12991,2020-01,2020-06-04,0.0,8500.0,0.0
2909,12992,2020-01,2020-06-27,189.801109,2500.0,0.0759204436
2910,12993,2020-01,2020-08-26,0.0,1200.0,0.0
2911,12994,2020-01,2020-08-23,0.0,3000.0,0.0
2912,12995,2020-01,2020-08-16,1076.492197,6000.0,0.17941536616666667
2913,12996,2020-01,2020-10-27,0.0,9000.0,0.0
2914,12997,2020-01,2020-08-02,0.0,7500.0,0.0
2915,12998,2020-01,2020-05-01,0.0,1000.0,0.0
2916,12999,2020-01,2020-10-06,5625.798427,9000.0,0.6250887141111111
2917,13000,2020-01,2020-06-02,0.0,5000.0,0.0
2918,13001,2020-01,2020-09-30,0.0,1500.0,0.0
2919,13002,2020-01,2020-07-29,4104.024116,5000.0,0.8208048231999999
2920,13004,2020-01,2020-07-28,0.0,5000.0,0.0
2921,13005,2020-01,2020-07-02,0.0,1800.0,0.0
2922,13006,2020-01,2020-06-30,0.0,1200.0,0.0
2923,13007,2020-01,2020-09-30,3511.369006,3000.0,1.1704563353333333
2924,13008,2020-01,2020-08-19,4904.289845,8500.0,0.576975275882353
2925,13009,2020-01,2020-07-16,0.0,1200.0,0.0
2926,13011,2020-01,2020-10-29,0.0,1200.0,0.0
2927,13012,2020-01,2020-06-25,2120.653422,6000.0,0.353442237
2928,13013,2020-01,2020-04-25,119.336811,3000.0,0.039778937
2929,13014,2020-01,2020-10-24,1204.068667,3000.0,0.40135622233333335
2930,13015,2020-01,2020-08-16,496.939698,1200.0,0.414116415
2931,13016,2020-01,2020-10-04,0.0,8500.0,0.0
2932,13017,2020-01,2020-06-10,0.0,6000.0,0.0
2933,13018,2020-01,2020-05-23,0.0,6000.0,0.0
2934,13019,2020-01,2020-06-27,101.183886,1500.0,0.067455924
2935,13020,2020-01,2020-04-30,1422.284696,1500.0,0.9481897973333333
2936,13021,2020-01,2020-06-04,1655.456304,3000.0,0.5518187680000001
2937,13022,2020-01,2020-08-19,2289.78885,1800.0,1.2721049166666667
2938,13023,2020-01,2020-05-13,5489.844176,14600.0,0.3760167243835616
2939,13024,2020-01,2020-11-07,245.067148,5000.0,0.0490134296
2940,13025,2020-01,2020-06-02,1422.490362,1800.0,0.7902724233333334
2941,13026,2020-01,2020-06-24,0.0,1500.0,0.0
2942,13027,2020-01,2020-10-30,5187.029833,5500.0,0.9430963332727272
2943,13028,2020-01,2020-05-09,137.757459,1200.0,0.1147978825
2944,13029,2020-01,2020-05-17,124.941315,1800.0,0.06941184166666667
2945,13031,2020-01,2020-05-21,0.0,10000.0,0.0
2946,13032,2020-01,2020-06-27,272.559361,5500.0,0.04955624745454546
2947,13033,2020-01,2020-05-11,758.123122,7500.0,0.10108308293333333
2948,13034,2020-01,2020-05-08,3225.842654,9500.0,0.33956238463157895
2949,13035,2020-01,2020-07-04,0.0,4500.0,0.0
2950,13036,2020-01,2020-10-08,913.94708,4000.0,0.22848677
2951,13037,2020-01,2020-10-06,0.0,3000.0,0.0
2952,13038,2020-01,2020-10-12,0.0,11500.0,0.0
2953,13039,2020-01,2020-08-25,0.0,10000.0,0.0
2954,13040,2020-01,2020-09-08,271.900257,1950.0,0.13943602923076923
2955,13041,2020-01,2020-10-09,2070.856333,6500.0,0.31859328200000003
2956,13042,2020-01,2020-10-09,99.516488,2000.0,0.049758244
2957,13043,2020-01,2020-10-15,1466.123982,4000.0,0.3665309955
2958,13044,2020-01,2020-05-03,0.0,8600.0,0.0
2959,13045,2020-01,2020-08-19,0.0,1000.0,0.0
2960,13046,2020-01,2020-10-12,0.0,4000.0,0.0
2961,13047,2020-01,2020-08-29,1547.268611,8000.0,0.193408576375
2962,13048,2020-01,2020-10-24,1329.288028,7500.0,0.17723840373333333
2963,13049,2020-01,2020-05-26,655.669266,4500.0,0.14570428133333332
2964,13050,2020-01,2020-08-27,603.491005,1200.0,0.5029091708333333
2965,13051,2020-01,2020-09-19,3682.382663,12000.0,0.30686522191666665
2966,13052,2020-01,2020-10-09,3298.084294,4000.0,0.8245210735
2967,13053,2020-01,2020-08-07,3706.755143,12000.0,0.30889626191666664
2968,13054,2020-01,2020-06-04,0.0,6000.0,0.0
2969,13056,2020-01,2020-06-05,342.027342,1200.0,0.285022785
2970,13057,2020-01,2020-09-26,0.0,3800.0,0.0
2971,13058,2020-01,2020-07-05,0.0,14500.0,0.0
2972,13059,2020-01,2020-05-01,0.0,2500.0,0.0
2973,13060,2020-01,2020-08-17,0.0,7000.0,0.0
2974,13061,2020-01,2020-07-25,2747.982493,8500.0,0.323292058
2975,13062,2020-01,2020-11-07,0.0,2500.0,0.0
2976,13063,2020-01,2020-07-30,0.0,5000.0,0.0
2977,13064,2020-01,2020-10-19,3801.850865,13000.0,0.2924500665384615
2978,13065,2020-01,2020-07-26,143.228646,1500.0,0.095485764
2979,13066,2020-01,2020-05-28,0.0,6000.0,0.0
2980,13067,2020-01,2020-08-05,5409.095889,6000.0,0.9015159815
2981,13068,2020-01,2020-09-18,748.241727,3000.0,0.249413909
2982,13069,2020-01,2020-08-03,0.0,7500.0,0.0
2983,13070,2020-01,2020-05-30,0.0,11500.0,0.0
2984,13071,2020-01,2020-05-04,1208.994937,1500.0,0.8059966246666667
2985,13072,2020-01,2020-09-13,0.0,5000.0,0.0
2986,13073,2020-01,2020-04-30,0.0,4500.0,0.0
2987,13074,2020-01,2020-05-14,0.0,6000.0,0.0
2988,13076,2020-01,2020-05-06,78.600122,2500.0,0.0314400488
2989,13077,2020-01,2020-05-08,0.0,6000.0,0.0
2990,13078,2020-01,2020-05-04,2179.449214,3000.0,0.7264830713333335
2991,13079,2020-01,2020-08-15,0.0,4000.0,0.0
2992,13080,2020-01,2020-07-17,470.846474,500.0,0.941692948
2993,13081,2020-01,2020-10-04,2719.782919,3000.0,0.9065943063333334
2994,13082,2020-01,2020-05-25,0.0,4000.0,0.0
2995,13083,2020-01,2020-05-28,440.692946,4000.0,0.11017323650000001
2996,13084,2020-01,2020-06-22,2999.769235,6000.0,0.4999615391666667
2997,13085,2020-01,2020-10-05,0.0,2300.0,0.0
2998,13086,2020-01,2020-06-15,0.0,6000.0,0.0
2999,13087,2020-01,2020-10-18,0.0,3600.0,0.0
3000,13088,2020-01,2020-05-15,0.0,2100.0,0.0
3001,13089,2020-01,2020-01-13,254.450638,7000.0,0.036350091142857144
3002,13090,2020-01,2020-07-26,3882.683613,9000.0,0.43140929033333336
3003,13091,2020-01,2020-10-13,1209.369868,11000.0,0.10994271527272727
3004,13092,2020-01,2020-07-23,460.484164,1800.0,0.25582453555555557
3005,13093,2020-01,2020-08-09,0.0,1000.0,0.0
3006,13094,2020-01,2020-06-17,0.0,10500.0,0.0
3007,13095,2020-01,2020-10-31,0.0,6000.0,0.0
3008,13096,2020-01,2020-09-05,0.0,4000.0,0.0
3009,13097,2020-01,2020-10-05,508.157584,3800.0,0.13372567999999999
3010,13098,2020-01,2020-08-30,476.74727,3500.0,0.13621350571428573
3011,13099,2020-01,2020-08-17,0.0,2000.0,0.0
3012,13100,2020-01,2020-06-03,0.0,7500.0,0.0
3013,13101,2020-01,2020-06-17,174.369769,1500.0,0.11624651266666666
3014,13102,2020-01,2020-05-27,0.0,7500.0,0.0
3015,13103,2020-01,2020-08-15,2350.427153,1500.0,1.5669514353333334
3016,13104,2020-01,2020-10-08,0.0,1000.0,0.0
3017,13105,2020-01,2020-10-18,0.0,2800.0,0.0
3018,13106,2020-01,2020-11-04,0.0,3500.0,0.0
3019,13107,2020-01,2020-09-19,73.693002,3511.111111,0.020988513228512296
3020,13108,2020-01,2020-05-30,206.61878,1500.0,0.13774585333333333
3021,13109,2020-01,2020-06-11,0.0,7000.0,0.0
3022,13110,2020-01,2020-10-04,0.0,1200.0,0.0
3023,13111,2020-01,2020-06-03,0.0,5000.0,0.0
3024,13112,2020-01,2020-09-30,988.51815,3000.0,0.32950605
3025,13113,2020-01,2020-09-10,1172.9748725,8000.0,0.1466218590625
3026,13114,2020-01,2020-09-13,0.0,1000.0,0.0
3027,13115,2020-01,2020-05-25,468.601675,7000.0,0.06694309642857142
3028,13116,2020-01,2020-10-24,5427.830151,5500.0,0.9868782092727273
3029,13117,2020-01,2020-10-23,0.0,1500.0,0.0
3030,13118,2020-01,2020-08-09,0.0,1200.0,0.0
3031,13119,2020-01,2020-07-28,0.0,2300.0,0.0
3032,13120,2020-01,2020-05-29,0.0,9000.0,0.0
3033,13121,2020-01,2020-08-16,3637.857309,14500.0,0.25088671096551723
3034,13122,2020-01,2020-07-18,777.912775,1500.0,0.5186085166666666
3035,13123,2020-01,2020-04-25,1133.582799,1200.0,0.9446523325
3036,13124,2020-01,2020-08-11,340.821615,8500.0,0.04009666058823529
3037,13125,2020-01,2020-10-20,3926.684678,7000.0,0.5609549540000001
3038,13126,2020-01,2020-05-07,292.385578,1400.0,0.20884684142857143
3039,13127,2020-01,2020-07-03,1932.460679,5600.0,0.3450822641071429
3040,13128,2020-01,2020-09-18,4930.998256,9000.0,0.547888695111111
3041,13129,2020-01,2020-09-29,720.251306,6500.0,0.11080789323076923
